Feed Flow (m3/hr),Feed Pressure(bar),Feed Temperature,Feed water pH,Specific Energy(kwh/m3),Flux(lmh),Pass Stage,Pressure Vessel,Elements,Element age(years),Recovery(%),Ca_FW,Mg_FW,Na_FW,K_FW,NH4_FW,Ba_FW,Sr_FW,H_FW,CO3_FW,HCO3_FW,SO4_FW,Cl_FW,F_FW,NO3_FW,PO4_FW,OH_FW,SiO2_FW,B_FW,CO2_FW,NH3_FW,Feed Water TDS,"CaSO4 / ksp * 100, %_FW","SrSO4 / ksp * 100, %_FW","BaSO4 / ksp * 100, %_FW","SiO2 saturation, %_FW","CaF2 / ksp * 100, %_FW",Ca_P,Mg_P,Na_P,K_P,NH4_P,Ba_P,Sr_P,H_P,CO3_P,HCO3_P,SO4_P,Cl_P,F_P,NO3_P,PO4_P,OH_P,SiO2_P,B_P,CO2_P,NH3_P,Permeate TDS,Ca_C,Mg_C,Na_C,K_C,NH4_C,Ba_C,Sr_C,H_C,CO3_C,HCO3_C,SO4_C,Cl_C,F_C,NO3_C,PO4_C,OH_C,SiO2_C,B_C,CO2_C,NH3_C,Concentrate TDS,"CaSO4 / ksp * 100, %_C","SrSO4 / ksp * 100, %_C","BaSO4 / ksp * 100, %_C","SiO2 saturation, %_C","CaF2 / ksp * 100, %_C"
14.29,12.11,25.00,7.50,5.80,26.90,1.00,2.00,5.00,3.00,70.00,120.00,24.00,163.00,0.00,0.00,0.00,0.00,0.00,0.32,145.56,0.00,448.80,0.00,0.00,0.00,,20.00,0.00,6.35,,921.78,0.00,0.00,0.00,15.93,0.00,0.18,0.04,1.08,0.00,0.00,0.00,0.00,0.00,0.00,1.22,0.00,1.48,0.00,0.00,0.00,,0.16,0.00,6.51,,4.16,399.19,79.84,540.28,0.00,0.00,0.00,0.00,0.00,3.18,477.55,0.00,1491.05,0.00,0.00,0.00,,66.22,0.00,7.54,,3057.66,0.00,0.00,0.00,52.37,0.00
50.00,12.32,25.00,6.03,26.48,23.56,1.00,6.00,7.00,3.00,70.00,368.00,138.00,495.82,0.00,0.00,0.00,0.00,0.00,0.01,59.86,210.10,1625.01,0.00,6.00,0.00,,12.00,0.00,66.75,,2914.80,9.05,0.00,0.00,7.73,0.00,4.77,1.44,30.57,0.00,0.00,0.00,0.00,0.00,0.00,4.57,1.33,56.09,0.00,0.70,0.00,,0.77,0.00,66.42,,100.23,1217.40,457.34,1583.75,0.00,0.00,0.00,0.00,0.00,0.06,190.26,698.31,5293.80,0.00,18.40,0.00,,38.25,0.00,66.69,,9497.58,40.35,0.00,0.00,26.78,0.00
22.93,5.20,40.00,6.00,3.96,25.73,1.00,3.00,6.00,3.00,75.00,300.94,152.08,1700.94,20.35,0.00,0.00,0.00,0.00,0.01,50.98,541.47,3188.33,0.00,0.00,0.00,,0.00,7.82,48.79,,5962.94,12.27,0.00,0.00,0.00,0.00,152.54,5.28,1636.18,17.59,0.00,0.00,0.00,0.00,0.00,43.84,2.46,2797.11,0.00,0.00,0.00,,0.00,7.83,48.82,,4662.83,747.07,593.43,1895.62,28.66,0.00,0.00,0.00,0.00,0.01,72.40,2161.89,4364.45,0.00,0.00,0.00,,0.00,7.81,48.72,,9871.38,73.60,0.00,0.00,0.00,0.00
5.73,26.29,45.00,5.50,4.99,15.12,1.00,6.00,6.00,3.00,75.00,709.01,590.01,1891.32,27.00,0.00,0.00,10.80,0.00,0.00,37.76,2156.03,4312.42,0.00,0.00,0.00,,0.00,0.00,96.98,,9734.35,70.28,49.60,0.00,0.00,0.00,4.26,2.22,49.14,1.15,0.00,0.00,0.07,0.00,0.00,3.10,7.71,84.29,0.00,0.00,0.00,,0.00,0.00,96.42,,151.93,2820.75,2351.29,7411.25,104.45,0.00,0.00,42.97,0.00,0.03,144.50,8593.35,16981.72,0.00,0.00,0.00,,0.00,0.00,96.52,,38450.30,388.72,225.53,0.00,0.00,0.00
22.93,5.20,40.00,6.00,3.96,25.73,1.00,3.00,6.00,3.00,75.00,300.94,152.08,1700.94,20.35,0.00,0.00,0.00,0.00,0.01,50.98,541.47,3188.33,0.00,0.00,0.00,,0.00,7.82,48.79,,5962.94,12.27,0.00,0.00,0.00,0.00,152.54,5.28,1636.18,17.59,0.00,0.00,0.00,0.00,0.00,43.84,2.46,2797.11,0.00,0.00,0.00,,0.00,7.83,48.82,,4662.83,747.07,593.43,1895.62,28.66,0.00,0.00,0.00,0.00,0.01,72.40,2161.89,4364.45,0.00,0.00,0.00,,0.00,7.81,48.72,,9871.38,73.60,0.00,0.00,0.00,0.00
22.93,5.20,40.00,6.00,3.95,25.73,1.00,3.00,6.00,3.00,75.00,300.33,151.78,1697.50,20.31,0.00,0.00,0.00,0.00,0.01,59.19,540.37,3177.05,0.00,0.00,0.00,,0.00,7.81,56.68,,5954.35,12.24,0.00,0.00,0.00,0.00,152.30,5.27,1632.46,17.56,0.00,0.00,0.00,0.00,0.01,50.85,2.46,2786.84,0.00,0.00,0.00,,0.00,7.81,56.71,,4655.55,745.34,592.22,1892.99,28.60,0.00,0.00,0.00,0.00,0.02,84.23,2157.52,4350.11,0.00,0.00,0.00,,0.00,7.80,56.60,,9858.86,73.38,0.00,0.00,0.00,0.00
22.93,4.63,45.00,6.00,3.52,25.73,1.00,3.00,6.00,3.00,75.00,300.33,151.78,1697.50,20.31,0.00,0.00,0.00,0.00,0.01,59.56,540.37,3176.83,0.00,0.00,0.00,,0.00,7.81,56.10,,5954.50,12.22,0.00,0.00,0.00,0.00,164.15,5.89,1640.95,17.90,0.00,0.00,0.00,0.00,0.01,52.18,2.85,2821.94,0.00,0.00,0.00,,0.00,7.81,56.14,,4713.69,709.81,590.48,1867.52,27.58,0.00,0.00,0.00,0.00,0.02,81.70,2156.79,4244.00,0.00,0.00,0.00,,0.00,7.80,56.02,,9685.74,70.68,0.00,0.00,0.00,0.00
22.93,4.63,45.00,6.00,3.52,25.73,1.00,3.00,6.00,3.00,75.00,300.33,151.78,1697.50,20.31,0.00,0.00,0.00,0.00,0.01,59.56,540.37,3176.83,0.00,0.00,0.00,,0.00,7.81,56.10,,5954.51,12.22,0.00,0.00,0.00,0.00,164.15,5.89,1640.95,17.90,0.00,0.00,0.00,0.00,0.01,52.18,2.85,2821.94,0.00,0.00,0.00,,0.00,7.81,56.14,,4713.69,709.81,590.48,1867.52,27.58,0.00,0.00,0.00,0.00,0.02,81.70,2156.79,4244.00,0.00,0.00,0.00,,0.00,7.80,56.02,,9685.74,70.68,0.00,0.00,0.00,0.00
58.67,6.88,25.00,6.00,17.13,16.45,1.00,12.00,6.00,3.00,75.00,22.00,13.00,109.00,0.00,0.00,0.00,0.00,0.00,0.00,58.35,173.30,77.99,0.00,9.04,0.00,,17.00,0.00,84.53,,479.68,1.95,0.00,0.00,10.88,0.00,0.03,0.02,0.91,0.00,0.00,0.00,0.00,0.00,0.00,2.12,0.41,0.77,0.00,0.17,0.00,,0.24,0.00,83.50,,4.67,88.02,52.01,433.86,0.00,0.00,0.00,0.00,0.00,0.06,231.48,692.88,310.08,0.00,35.71,0.00,,67.36,0.00,84.60,,1911.45,10.92,0.00,0.00,48.38,0.00
33.50,11.34,25.00,7.80,16.88,27.06,1.00,5.00,5.00,3.00,75.00,101.72,41.33,22.14,0.00,0.00,0.00,0.00,0.00,0.74,178.17,34.83,203.95,0.30,0.14,0.00,,29.52,0.00,3.98,,612.98,1.38,0.00,0.00,23.42,1.09,0.29,0.06,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.17,0.03,0.32,0.00,0.00,0.00,,0.27,0.00,4.53,,2.31,406.65,165.39,88.20,0.00,0.00,0.00,0.00,0.00,7.84,699.56,139.45,816.14,1.17,0.54,0.00,,117.47,0.00,6.49,,2443.02,7.69,0.00,0.00,92.14,38.87
33.50,8.85,35.00,7.80,13.16,27.06,1.00,5.00,5.00,3.00,75.00,101.72,41.33,22.14,0.00,0.00,0.00,0.00,0.00,0.88,177.68,34.83,203.95,0.30,0.14,0.00,,29.52,0.00,3.60,,612.64,1.38,0.00,0.00,23.30,1.08,0.41,0.08,0.24,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.05,0.46,0.00,0.00,0.00,,0.38,0.00,4.25,,3.19,406.45,165.38,88.02,0.00,0.00,0.00,0.00,0.00,8.63,695.76,139.47,816.07,1.17,0.54,0.00,,117.16,0.00,6.33,,2439.24,7.67,0.00,0.00,91.03,38.62
41.00,9.90,25.00,8.50,17.73,18.38,1.00,6.00,6.00,3.00,60.00,200.00,49.00,610.00,0.00,0.00,0.00,0.00,0.00,3.51,135.99,48.00,1314.42,1.40,0.00,0.00,,65.00,0.00,0.54,,2427.32,1.47,0.00,0.00,49.68,28.96,0.47,0.10,6.33,0.00,0.00,0.00,0.00,0.00,0.00,1.62,0.06,9.85,0.03,0.00,0.00,,0.73,0.00,0.73,,19.19,498.97,122.27,1514.53,0.00,0.00,0.00,0.00,0.00,10.13,334.61,119.83,3269.14,3.46,0.00,0.00,,161.30,0.00,1.21,,6034.24,4.57,0.00,0.00,122.99,303.24
10.40,724.94,25.00,8.10,17.42,13.99,1.00,2.00,6.00,3.00,60.00,955.00,290.00,11451.00,0.00,0.00,0.00,0.00,0.00,103.17,4602.26,20486.00,2277.07,0.00,0.00,0.00,,12.01,0.00,21.23,,40176.53,343.40,0.00,0.00,9.37,0.00,1.24,0.38,58.02,0.00,0.00,0.00,0.00,0.00,0.01,50.67,51.92,25.02,0.00,0.00,0.00,,0.14,0.00,27.81,,187.41,2378.01,722.11,28449.29,0.00,0.00,0.00,0.00,0.00,292.45,11321.78,50973.71,5637.09,0.00,0.00,0.00,,29.72,0.00,36.90,,99804.17,1047.44,0.00,0.00,23.41,0.00
10.40,395.49,25.00,8.10,9.51,15.12,1.00,2.00,6.00,3.00,60.00,955.00,290.00,11451.00,0.00,0.00,0.00,0.00,0.00,103.17,4602.26,20486.00,2277.07,0.00,0.00,0.00,,12.01,0.00,21.23,,40176.52,343.40,0.00,0.00,9.37,0.00,26.35,8.09,3214.12,0.00,0.00,0.00,0.00,0.00,39.54,3974.06,560.35,2257.17,0.00,0.00,0.00,,12.11,0.00,44.40,,10091.77,2343.48,711.51,23762.16,0.00,0.00,0.00,0.00,0.00,232.07,5467.32,50277.94,2303.61,0.00,0.00,0.00,,11.85,0.00,11.20,,85109.93,1113.25,0.00,0.00,9.20,0.00
33.33,9.34,25.00,5.50,13.84,22.44,1.00,6.00,5.00,3.00,75.00,77.15,51.43,44.90,0.00,0.00,0.00,0.00,0.00,0.00,26.08,103.08,264.67,0.00,0.00,0.00,,5.14,0.00,116.29,,572.45,2.93,0.00,0.00,2.99,0.00,0.15,0.08,0.38,0.00,0.00,0.00,0.00,0.00,0.00,2.20,0.12,0.87,0.00,0.00,0.00,,0.06,0.00,115.00,,3.86,308.69,205.85,178.79,0.00,0.00,0.00,0.00,0.00,0.01,103.02,412.71,1057.95,0.00,0.00,0.00,,20.44,0.00,116.46,,2287.46,16.35,0.00,0.00,13.17,0.00
142.86,14.01,25.00,7.00,79.38,20.23,1.00,19.00,7.00,3.00,70.00,440.00,1400.00,13300.00,470.00,0.00,0.00,0.00,0.00,0.26,145.78,2700.00,23720.99,0.00,0.00,0.00,,0.40,0.00,8.44,,42177.44,20.76,0.00,0.00,0.32,0.00,99.13,84.76,13011.66,447.55,0.00,0.00,0.00,0.00,0.19,123.41,9.27,20815.06,0.00,0.00,0.00,,0.40,0.00,8.55,,34591.44,1234.03,4463.83,13969.23,522.22,0.00,0.00,0.00,0.00,0.45,197.81,8968.05,30486.44,0.00,0.00,0.00,,0.40,0.00,8.21,,59842.46,131.78,0.00,0.00,0.32,0.00
225.00,7.75,25.00,8.20,66.88,16.81,1.00,45.00,6.00,1.00,75.00,0.00,0.00,444.21,0.00,0.00,0.00,0.00,0.00,1.56,143.03,0.00,600.00,0.00,0.00,0.00,,0.00,0.00,1.24,,1188.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,0.00,0.00,1.76,0.00,6.53,0.00,0.00,0.00,,0.00,0.00,1.72,,13.17,0.00,0.00,1758.79,0.00,0.00,0.00,0.00,0.00,10.96,556.51,0.00,2375.84,0.00,0.00,0.00,,0.00,0.00,3.02,,4702.10,0.00,0.00,0.00,0.00,0.00
10.00,30.27,25.00,5.00,10.14,20.19,1.00,2.00,4.00,3.00,60.00,1931.03,701.01,700.01,0.00,0.00,0.00,0.00,0.00,0.00,11.51,170.00,6335.85,0.00,129.00,0.00,,35.00,0.00,104.32,,10013.71,13.77,0.00,0.00,18.67,0.00,2.10,0.75,3.37,0.00,0.00,0.00,0.00,0.00,0.00,1.97,0.11,10.47,0.00,1.05,0.00,,0.17,0.00,103.50,,19.99,4827.47,1752.51,1746.07,0.00,0.00,0.00,0.00,0.00,0.00,27.42,425.10,15833.89,0.00,321.14,0.00,,87.30,0.00,104.39,,25021.63,42.75,0.00,0.00,48.43,0.00
10.00,27.55,25.00,5.00,9.23,20.17,1.00,2.00,4.00,3.00,60.00,1931.03,701.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.79,170.00,5256.20,0.00,129.00,0.00,,35.00,0.00,110.54,,8234.32,15.12,0.00,0.00,18.67,0.00,2.26,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.02,0.11,5.61,0.00,0.88,0.00,,0.17,0.00,109.64,,11.78,4820.24,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.09,424.49,13121.32,0.00,320.92,0.00,,87.18,0.00,110.67,,20552.95,46.89,0.00,0.00,48.44,0.00
225.00,8.46,25.00,8.20,73.04,16.81,1.00,45.00,6.00,3.00,75.00,0.00,0.00,444.21,0.00,0.00,0.00,0.00,0.00,1.56,143.03,0.00,600.00,0.00,0.00,0.00,,0.00,0.00,1.24,,1188.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.45,0.00,0.00,0.00,0.00,0.00,0.00,1.96,0.00,7.29,0.00,0.00,0.00,,0.00,0.00,1.72,,14.70,0.00,0.00,1758.15,0.00,0.00,0.00,0.00,0.00,10.95,556.27,0.00,2375.00,0.00,0.00,0.00,,0.00,0.00,3.01,,4700.38,0.00,0.00,0.00,0.00,0.00
33.33,10.34,25.00,5.92,15.31,26.89,1.00,5.00,5.00,3.00,75.00,22.42,21.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00,44.08,80.54,116.15,0.00,0.00,0.00,,28.00,0.00,77.51,,377.20,1.09,0.00,0.00,17.63,0.00,0.03,0.02,0.37,0.00,0.00,0.00,0.00,0.00,0.00,1.84,0.08,0.48,0.00,0.00,0.00,,0.30,0.00,76.43,,3.11,89.41,83.77,258.38,0.00,0.00,0.00,0.00,0.00,0.04,174.80,321.27,462.26,0.00,0.00,0.00,,110.89,0.00,77.60,,1500.82,6.04,0.00,0.00,78.34,0.00
13.33,13.33,25.00,6.04,3.69,17.94,1.00,3.00,5.00,3.00,75.00,73.00,40.00,96.99,0.00,0.00,0.00,0.00,0.00,0.01,173.91,205.43,141.00,0.00,3.40,0.00,,8.00,0.00,220.52,,741.89,5.11,0.00,0.00,5.16,0.00,0.16,0.06,1.13,0.00,0.00,0.00,0.00,0.00,0.00,4.11,0.31,0.74,0.00,0.08,0.00,,0.11,0.00,219.14,,6.71,291.45,159.78,384.46,0.00,0.00,0.00,0.00,0.00,0.23,688.70,820.61,561.65,0.00,13.36,0.00,,31.66,0.00,220.53,,2952.50,28.48,0.00,0.00,22.88,0.00
135.00,10.57,45.00,5.00,56.82,19.78,1.00,21.00,7.00,3.00,80.00,130.00,5.00,1051.26,30.00,0.00,0.00,0.00,0.00,0.00,10.99,1910.06,470.01,5.00,0.00,0.00,,15.00,0.00,112.34,,3627.31,26.48,0.00,0.00,8.00,197.59,0.71,0.03,24.90,2.52,0.00,0.00,0.00,0.00,0.00,1.91,26.61,21.12,1.16,0.00,0.00,,0.80,0.00,112.23,,79.77,647.67,24.91,5160.80,140.03,0.00,0.00,0.00,0.00,0.00,47.71,9451.36,2267.36,20.36,0.00,0.00,,71.87,0.00,112.48,,17832.09,193.61,0.00,0.00,41.60,8462.91
24.30,27.56,45.00,5.00,22.45,13.07,1.00,5.00,7.00,3.00,70.00,647.00,25.00,5179.02,143.00,0.00,0.00,0.00,0.00,0.00,58.08,9533.58,2258.79,5.00,0.00,0.00,,15.00,0.00,406.01,,17864.47,194.44,0.00,0.00,8.00,508.72,2.83,0.11,82.00,7.10,0.00,0.00,0.00,0.00,0.00,5.27,79.61,77.37,1.13,0.00,0.00,,0.55,0.00,408.53,,255.98,2146.20,82.93,17041.34,459.27,0.00,0.00,0.00,0.00,0.01,173.98,31535.89,7335.57,14.02,0.00,0.00,,48.63,0.00,404.76,,58837.82,852.04,0.00,0.00,26.92,8070.86
167.00,97.25,25.00,7.00,43.91,12.59,1.00,45.00,6.00,3.00,70.00,1921.14,43.46,3585.23,104.30,0.00,0.00,0.00,0.00,0.17,126.81,1195.08,8184.14,0.28,14.78,0.00,,0.00,0.54,10.84,,15175.94,82.87,0.00,0.00,0.00,5.03,690.93,1.44,3519.49,96.09,0.00,0.00,0.00,0.00,0.13,114.36,39.24,6636.70,0.27,14.65,0.00,,0.00,0.54,10.91,,11113.85,4789.64,141.43,3738.30,123.44,0.00,0.00,0.00,0.00,0.25,155.81,3890.17,11791.94,0.29,15.07,0.00,,0.00,0.54,10.68,,24646.96,426.01,0.00,0.00,0.00,10.65
167.00,105.87,25.00,7.00,47.80,13.49,1.00,45.00,6.00,3.00,75.00,1921.14,43.46,3585.23,104.30,0.00,0.00,0.00,0.00,0.17,126.81,1195.08,8184.14,0.28,14.78,0.00,,0.00,0.54,10.84,,15175.94,82.87,0.00,0.00,0.00,5.03,697.11,1.51,3524.31,96.52,0.00,0.00,0.00,0.00,0.14,115.01,41.13,6653.90,0.27,14.66,0.00,,0.00,0.54,10.90,,11145.12,5586.69,169.07,3767.32,127.57,0.00,0.00,0.00,0.00,0.26,162.10,4650.79,12766.12,0.29,15.13,0.00,,0.00,0.54,10.65,,27246.00,543.12,0.00,0.00,0.00,12.01
1.67,15.77,35.00,7.04,0.96,23.92,1.00,2.00,3.00,3.00,55.05,730.15,337.02,1241.78,16.79,0.00,0.00,0.00,0.00,0.23,163.56,561.76,3695.63,0.00,0.00,0.00,,0.00,0.00,13.99,,6747.24,25.49,0.00,0.00,0.00,0.00,2.54,0.95,18.89,0.59,0.00,0.00,0.00,0.00,0.00,3.47,1.06,34.25,0.00,0.00,0.00,,0.00,0.00,13.99,,61.75,1620.87,748.43,2738.82,36.61,0.00,0.00,0.00,0.00,1.09,358.57,1248.15,8177.82,0.00,0.00,0.00,,0.00,0.00,14.26,,14931.10,68.57,0.00,0.00,0.00,0.00
150.00,7.11,25.00,7.00,47.89,16.47,1.00,28.00,7.00,3.00,80.00,118.10,23.62,18.64,0.00,0.00,0.00,0.00,0.00,0.11,172.50,177.15,0.00,41.33,0.00,0.00,,47.24,0.00,24.28,,600.00,7.97,0.00,0.00,37.74,24418.98,3.02,0.11,0.74,0.00,0.00,0.00,0.00,0.00,0.00,5.17,0.80,0.00,1.81,0.00,0.00,,2.25,0.00,24.99,,13.92,1916.41,391.04,298.39,0.00,0.00,0.00,0.00,0.00,24.53,2735.10,2932.86,0.00,659.03,0.00,0.00,,750.29,0.00,34.29,,9728.74,255.53,0.00,0.00,592.35,31910132.00
45.50,35.82,25.00,6.00,70.60,13.60,1.00,9.00,7.00,3.00,70.00,136.00,10.00,4581.16,0.00,0.00,0.00,0.00,0.00,0.01,71.87,2424.69,5503.03,0.00,0.00,0.00,,20.00,0.00,67.17,,12746.77,15.02,0.00,0.00,12.80,0.00,0.12,0.01,23.93,0.00,0.00,0.00,0.00,0.00,0.00,1.88,3.93,33.97,0.00,0.00,0.00,,0.13,0.00,66.45,,63.96,452.39,33.26,15192.07,0.00,0.00,0.00,0.00,0.00,0.09,237.72,8061.11,18236.98,0.00,0.00,0.00,,66.26,0.00,66.70,,42279.89,66.30,0.00,0.00,45.35,0.00
133.33,426.91,25.00,7.00,156.45,16.60,1.00,27.00,6.00,3.00,75.00,14.00,4.88,3228.29,100.00,10.00,0.20,0.00,0.00,0.66,604.69,2000.00,3192.96,8.00,150.00,10.00,,20.00,0.00,61.60,,9343.68,1.67,0.00,2050.77,15.97,39.74,0.02,0.01,29.81,1.94,0.63,0.00,0.00,0.00,0.00,10.12,6.70,36.59,0.15,2.56,0.07,,0.24,0.00,62.84,,88.86,55.81,19.45,12796.95,393.35,38.03,0.80,0.00,0.00,8.95,2364.94,7963.22,12635.63,31.49,591.07,39.70,,79.10,0.00,66.54,,37018.50,9.22,0.00,9878.90,62.99,1388.71
68.00,743.46,25.00,7.36,146.26,12.71,1.00,12.00,6.00,3.00,50.00,55.81,19.45,12796.95,393.35,38.03,0.80,0.00,0.00,2.20,584.49,7963.22,13678.11,31.49,591.07,39.70,,79.10,0.00,16.52,,36273.77,9.23,0.00,9915.36,62.99,1388.64,0.09,0.03,127.64,8.75,2.57,0.00,0.00,0.00,0.00,18.38,25.96,172.12,0.81,11.41,0.22,,1.07,0.00,17.13,,369.04,111.39,38.82,25433.41,776.95,73.40,1.60,0.00,0.00,6.35,1142.24,15879.96,27149.04,62.09,1169.22,79.07,,156.93,0.00,19.41,,72080.47,21.58,0.00,21623.46,124.91,8083.61
5.56,6.67,25.00,8.31,1.58,14.95,1.00,2.00,5.00,3.00,70.87,0.00,0.00,206.92,0.00,0.00,0.00,0.00,0.00,5.17,402.02,101.26,0.00,0.00,9.05,0.00,,198.40,0.00,2.82,,925.72,0.00,0.00,0.00,154.54,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.00,4.59,0.38,0.00,0.00,0.15,0.00,,2.96,0.00,4.17,,10.04,0.00,0.00,705.81,0.00,0.00,0.00,0.00,0.00,24.62,1351.47,346.79,0.00,0.00,30.69,0.00,,674.09,0.00,7.42,,3143.43,0.00,0.00,0.00,521.50,0.00
8.00,11.76,25.00,6.60,4.14,26.92,1.00,2.00,3.00,3.00,57.14,32.85,8.21,395.88,0.00,0.00,0.00,0.00,118.55,0.05,187.31,12.92,13.56,0.69,14.34,1074.42,,65.40,0.00,62.95,,1924.42,0.11,0.00,0.00,47.59,1.55,0.03,0.01,30.48,0.00,0.00,0.00,0.00,118.61,0.00,45.04,0.03,0.08,0.01,0.14,5.73,,0.48,0.00,45.64,,200.63,76.62,19.16,883.27,0.00,0.00,0.00,0.00,118.47,0.13,358.00,30.12,31.53,1.61,33.27,2499.92,,151.99,0.00,99.77,,4204.68,0.32,0.00,0.00,111.66,13.83
56.67,9.53,25.00,7.50,22.98,25.40,1.00,9.00,6.00,3.00,90.00,10.00,10.00,63.37,30.00,0.00,0.00,0.00,0.00,0.27,145.74,50.00,50.00,0.00,0.00,0.00,,1.00,0.00,6.81,,360.48,0.37,0.00,0.00,0.80,0.00,0.02,0.01,0.58,0.59,0.00,0.00,0.00,0.00,0.00,2.00,0.07,0.37,0.00,0.00,0.00,,0.01,0.00,7.37,,3.65,99.41,99.44,625.75,293.38,0.00,0.00,0.00,0.00,17.48,1404.27,497.21,494.48,0.00,0.00,0.00,,9.85,0.00,11.80,,3542.26,6.39,0.00,0.00,7.71,0.00
46.60,9.12,25.00,6.00,18.37,22.38,1.00,7.00,6.00,3.00,75.00,10.00,10.00,63.37,30.00,0.00,0.00,0.00,0.00,0.00,50.97,125.10,50.00,0.00,0.00,0.00,,1.00,0.00,75.36,,340.55,0.85,0.00,0.00,0.64,0.00,0.01,0.01,0.30,0.46,0.00,0.00,0.00,0.00,0.00,2.09,0.23,0.34,0.00,0.00,0.00,,0.01,0.00,74.43,,3.46,39.92,39.92,252.25,118.48,0.00,0.00,0.00,0.00,0.05,201.09,499.08,198.74,0.00,0.00,0.00,,3.96,0.00,75.43,,1353.88,4.71,0.00,0.00,2.85,0.00
58.82,8.26,25.00,6.00,20.61,20.40,1.00,11.00,6.00,3.00,85.00,10.00,10.00,63.37,30.00,0.00,0.00,0.00,0.00,0.00,50.97,125.10,50.00,0.00,0.00,0.00,,1.00,0.00,75.36,,340.55,0.85,0.00,0.00,0.64,0.00,0.02,0.02,0.44,0.67,0.00,0.00,0.00,0.00,0.00,2.31,0.33,0.49,0.00,0.00,0.00,,0.01,0.00,74.53,,4.29,66.75,66.75,421.06,196.73,0.00,0.00,0.00,0.00,0.15,333.87,834.33,331.41,0.00,0.00,0.00,,6.60,0.00,75.46,,2258.32,8.91,0.00,0.00,4.97,0.00
60.00,9.19,25.00,6.00,23.37,22.42,1.00,9.00,6.00,3.00,75.00,10.00,10.00,63.37,30.00,0.00,0.00,0.00,0.00,0.00,50.97,125.10,50.00,0.00,0.00,0.00,,1.00,0.00,75.36,,340.55,0.85,0.00,0.00,0.64,0.00,0.01,0.01,0.30,0.46,0.00,0.00,0.00,0.00,0.00,2.09,0.23,0.34,0.00,0.00,0.00,,0.01,0.00,74.43,,3.46,39.91,39.91,252.24,118.48,0.00,0.00,0.00,0.00,0.05,201.08,499.05,198.73,0.00,0.00,0.00,,3.96,0.00,75.43,,1353.82,4.71,0.00,0.00,2.85,0.00
153.33,10.13,45.00,4.72,61.29,24.55,1.00,21.00,6.00,3.00,75.00,647.52,348.66,45.14,0.00,0.00,0.00,0.00,0.00,0.00,4.50,946.37,1532.55,0.00,0.00,0.40,,49.81,0.00,83.34,,3575.06,52.12,0.00,0.00,26.56,0.00,4.49,1.64,1.35,0.00,0.00,0.00,0.00,0.00,0.00,1.83,3.52,12.37,0.00,0.00,0.01,,1.42,0.00,83.00,,26.63,2572.99,1387.77,176.27,0.00,0.00,0.00,0.00,0.00,0.00,11.52,3769.63,6084.55,0.00,0.00,1.55,,194.71,0.00,85.08,,14199.41,288.22,0.00,0.00,103.84,0.00
153.33,11.24,35.00,4.84,67.97,23.44,1.00,22.00,6.00,3.00,75.00,650.01,350.00,45.32,0.00,0.00,0.00,0.00,0.00,0.00,5.60,950.01,1537.39,0.00,0.00,0.40,,50.00,0.00,82.88,,3588.84,52.52,0.00,0.00,26.67,0.00,3.25,1.20,0.99,0.00,0.00,0.00,0.00,0.00,0.00,1.85,2.56,8.94,0.00,0.00,0.01,,1.02,0.00,82.35,,19.82,2588.57,1395.51,178.19,0.00,0.00,0.00,0.00,0.00,0.00,17.37,3789.87,6118.74,0.00,0.00,1.57,,196.81,0.00,84.10,,14287.03,291.08,0.00,0.00,107.96,0.00
153.33,12.47,25.00,6.50,75.46,23.28,1.00,19.00,7.00,3.00,75.00,400.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,146.23,0.00,1381.86,0.00,0.00,0.00,,40.00,0.00,56.23,,2228.67,0.00,0.00,0.00,28.43,0.00,1.45,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.26,0.00,4.02,0.00,0.00,0.00,,0.51,0.00,55.65,,8.99,1597.77,1039.10,0.00,0.00,0.00,0.00,0.00,0.00,0.67,580.48,0.00,5522.69,0.00,0.00,0.00,,158.68,0.00,56.46,,8901.55,0.00,0.00,0.00,125.99,0.00
8.00,10.25,25.00,6.55,2.75,26.91,1.00,2.00,3.00,3.00,75.00,17.57,6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.01,64.27,2.77,6.63,0.15,7.03,0.00,,0.00,0.00,27.77,,105.02,0.08,0.00,0.00,0.00,0.10,0.08,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.18,0.00,0.01,0.00,0.07,0.00,,0.00,0.00,27.16,,1.37,70.00,26.26,0.01,0.00,0.00,0.00,0.00,0.00,0.21,255.65,11.06,26.46,0.59,27.90,0.00,,0.00,0.00,27.87,,418.15,0.44,0.00,0.00,0.00,3.69
